Education,Family,Income,Mortgage,Age,Securities Account,CreditCard,target
1,3,179,142,30,0,0,
1,1,161,0,62,1,1,
3,1,82,0,42,0,0,
2,1,43,112,48,0,0,
1,2,61,0,61,0,0,
3,4,90,0,36,1,0,
2,1,90,334,48,0,0,
1,2,21,0,65,0,0,
1,1,118,0,25,0,1,
2,2,44,0,55,0,0,
3,1,110,0,63,0,0,
2,4,99,268,31,0,0,
1,3,98,0,43,0,0,
2,3,69,80,28,0,0,
2,3,82,218,37,0,1,
1,3,112,389,27,1,0,
1,1,123,0,62,0,0,
2,1,78,0,51,0,0,
1,3,59,159,56,1,0,
2,3,78,0,56,0,0,
3,4,49,89,44,0,0,
2,3,82,0,46,0,0,
1,3,125,342,56,0,1,
1,1,185,0,56,0,0,
1,1,163,0,57,0,0,
3,4,19,104,31,0,1,
2,4,115,0,65,0,0,
2,2,81,0,31,0,1,
3,1,93,0,36,0,0,
1,4,111,372,56,1,0,
1,1,184,0,52,0,0,
2,4,50,0,42,0,0,
1,3,55,0,55,0,1,
3,1,13,101,49,1,0,
1,4,29,0,51,0,1,
1,4,72,0,26,0,0,
2,1,83,0,32,1,1,
3,1,98,0,54,0,0,
1,4,43,0,50,0,0,
1,1,34,0,59,0,0,
2,4,10,0,61,0,0,
1,2,201,0,43,1,0,
3,3,85,107,39,0,1,
3,3,50,0,56,0,0,
1,2,91,0,38,0,0,
1,2,112,241,25,0,0,
1,2,98,275,42,0,0,
1,1,115,0,42,0,0,
2,4,22,112,50,0,0,
2,3,101,0,56,0,1,
3,2,83,112,43,0,0,
2,3,52,0,60,0,0,
2,3,191,0,42,1,0,
1,4,134,198,57,0,0,
2,1,54,186,48,0,0,
1,3,69,0,37,1,0,
3,3,64,0,57,0,0,
3,4,53,142,62,0,0,
3,2,118,246,39,0,1,
2,2,19,120,38,0,1,
3,2,31,0,54,0,0,
3,1,63,245,45,0,1,
3,1,25,0,39,0,0,
1,1,22,0,45,0,0,
3,1,78,0,62,0,0,
1,1,81,218,43,0,0,
2,1,41,0,30,0,0,
1,3,62,0,35,0,0,
3,1,35,0,58,0,0,
3,1,30,0,44,0,0,
2,3,51,0,56,0,0,
1,2,140,0,28,0,0,
1,3,73,185,64,0,0,
2,4,40,0,63,0,0,
3,1,69,0,44,0,1,
3,1,191,0,34,0,1,
2,3,82,0,50,0,0,
3,1,181,589,51,1,0,
3,1,38,0,30,0,0,
1,2,23,0,55,0,0,
3,1,55,0,57,0,0,
1,2,58,0,43,0,0,
2,2,29,0,61,0,0,
1,4,39,0,49,0,0,
2,3,39,83,52,0,1,
1,3,30,151,57,1,0,
3,4,58,0,53,0,1,
3,1,62,231,52,0,0,
1,4,62,86,39,0,0,
3,1,19,0,58,0,0,
2,1,38,0,36,0,0,
3,4,84,0,45,0,1,
2,1,78,0,30,0,0,
1,4,22,83,49,0,0,
3,4,81,277,44,0,0,
2,3,32,0,43,0,0,
1,4,89,184,42,0,0,
1,2,121,0,29,0,0,
1,1,42,0,28,0,1,
1,1,130,0,50,0,0,
2,4,30,0,44,0,0,
1,1,114,0,52,0,0,
1,1,155,0,28,0,0,
1,2,50,0,62,0,1,
2,1,34,111,34,0,1,
3,3,94,0,45,0,0,
2,2,114,0,52,0,0,
3,3,89,108,43,0,1,
3,1,49,0,54,0,0,
1,1,115,0,64,0,1,
1,1,148,397,27,0,1,
2,4,72,203,42,0,1,
3,4,114,0,28,0,0,
1,2,11,78,47,0,0,
3,4,63,242,39,0,0,
1,2,113,0,29,0,1,
1,2,80,0,39,0,0,
3,3,54,0,41,0,1,
3,2,32,0,37,1,0,
1,1,11,0,41,0,0,
1,1,141,0,45,0,0,
2,3,84,0,52,0,0,
2,3,18,110,58,0,0,
1,2,20,0,31,0,0,
2,4,55,175,26,0,0,
2,4,31,79,31,0,0,
1,2,114,0,42,0,0,
2,3,52,0,56,1,1,
1,1,18,120,52,0,0,
3,1,55,0,59,1,0,
3,1,29,76,32,0,1,
1,3,30,0,46,0,0,
1,2,38,0,52,0,1,
1,2,122,0,30,0,0,
1,1,183,0,32,0,0,
2,1,41,0,35,0,0,
3,1,38,0,49,0,0,
3,1,61,0,54,0,0,
3,3,103,0,56,0,0,
2,2,80,0,48,0,0,
2,1,22,0,28,0,0,
2,2,128,0,44,0,1,
1,3,142,359,30,0,0,
1,1,124,0,44,0,1,
3,1,44,143,30,0,0,
2,2,170,0,47,0,1,
2,4,75,0,64,0,1,
2,3,78,0,48,0,1,
3,1,31,125,63,0,0,
1,1,99,323,25,0,0,
1,2,41,0,61,0,0,
2,4,39,0,46,0,0,
1,1,51,0,57,0,1,
3,3,52,113,40,0,0,
3,3,169,167,49,0,1,
1,1,141,0,30,0,0,
1,4,93,218,41,0,0,
2,3,14,0,42,1,0,
1,2,160,0,63,0,1,
1,1,44,0,43,1,0,
1,3,33,0,59,1,0,
3,4,103,0,46,0,0,
3,4,71,236,33,0,0,
1,1,55,151,55,0,0,
1,4,113,0,36,0,0,
2,3,79,185,47,1,0,
2,2,80,0,59,0,0,
1,2,179,380,38,0,0,
3,2,9,0,42,0,0,
2,4,61,0,30,0,0,
1,2,111,207,63,1,1,
1,3,80,0,60,0,0,
1,3,32,0,62,1,1,
1,1,83,0,49,0,1,
2,4,91,329,59,0,0,
1,4,29,0,36,0,1,
2,3,19,0,46,0,0,
2,2,52,0,35,0,1,
1,1,150,0,50,0,1,
3,2,32,0,51,0,0,
3,3,91,0,41,0,0,
2,3,180,535,45,0,0,
1,1,121,0,41,0,0,
3,2,25,0,57,0,1,
1,1,102,0,51,0,0,
2,4,44,107,52,0,0,
2,3,161,0,43,0,1,
2,3,134,0,63,0,1,
2,1,43,0,28,0,1,
2,4,94,0,43,0,0,
3,2,29,98,41,0,0,
1,4,38,0,34,0,0,
1,1,120,170,28,0,0,
1,2,85,161,58,1,1,
1,2,89,0,39,0,0,
3,1,25,0,49,0,0,
1,3,20,83,33,0,1,
1,2,125,0,37,0,1,
3,1,18,0,33,0,0,
1,2,173,222,28,0,0,
3,4,34,0,54,0,1,
2,4,159,111,63,0,0,
1,3,55,219,57,0,1,
3,2,32,0,56,0,0,
3,4,65,0,54,0,1,
1,3,83,0,29,0,1,
2,2,30,0,41,0,1,
1,1,180,0,58,0,1,
3,2,13,0,61,0,0,
1,4,35,0,30,0,1,
1,3,95,0,62,0,0,
1,1,83,0,52,0,0,
1,4,39,137,29,0,1,
3,1,54,154,46,0,1,
3,1,81,293,52,0,1,
3,4,53,0,40,0,0,
1,1,119,398,49,0,0,
3,4,160,0,34,0,1,
2,2,21,0,35,0,0,
3,1,40,0,26,0,0,
2,4,69,0,65,0,0,
2,1,45,0,52,0,0,
2,4,55,0,32,0,0,
3,1,38,0,31,0,0,
2,4,44,101,36,1,0,
2,3,45,117,50,0,0,
2,1,84,0,36,0,1,
2,2,188,343,51,0,0,
3,3,29,151,39,1,0,
2,1,95,0,53,0,0,
1,1,79,307,50,0,1,
2,1,41,0,31,1,0,
3,4,19,84,53,0,0,
3,4,75,0,48,0,1,
1,3,64,208,57,0,1,
3,4,174,0,47,0,0,
3,2,54,93,55,0,0,
2,3,14,113,37,0,0,
1,1,94,272,59,0,0,
1,2,10,0,53,0,0,
1,1,145,84,31,0,0,
3,1,203,0,35,0,0,
3,2,81,0,25,0,1,
1,2,153,0,37,0,1,
3,4,58,0,40,0,0,
3,4,49,0,31,0,1,
1,1,132,0,62,0,0,
3,4,85,229,41,0,0,
1,3,85,0,56,1,0,
3,1,178,0,47,0,0,
1,3,104,0,28,0,0,
1,1,40,0,60,0,0,
1,1,103,120,27,0,0,
1,2,25,0,57,0,0,
3,2,69,0,62,0,0,
1,3,30,0,57,0,0,
2,3,70,0,44,0,0,
3,3,15,0,31,0,0,
1,2,125,0,31,0,1,
3,3,50,0,39,0,0,
3,1,44,0,41,0,0,
2,4,38,180,41,0,1,
1,3,64,119,55,0,1,
2,1,9,0,28,0,0,
1,3,44,89,35,0,0,
1,4,93,101,44,0,0,
1,4,83,141,44,0,0,
1,2,179,0,40,0,0,
3,1,40,0,65,0,0,
3,4,58,232,35,0,0,
1,3,74,0,55,0,1,
1,1,15,0,55,0,0,
1,2,11,0,59,0,1,
2,1,41,176,39,0,0,
2,1,68,120,50,0,1,
3,1,28,0,45,1,0,
3,1,115,0,50,0,1,
2,4,83,247,65,0,0,
2,2,40,166,36,1,0,
3,1,113,0,57,0,0,
3,1,89,0,53,1,0,
1,4,38,0,28,0,0,
1,4,62,0,55,0,0,
1,3,65,109,56,0,0,
2,3,168,0,33,1,0,
1,3,40,0,57,0,1,
3,1,30,80,27,0,0,
1,4,20,0,27,0,0,
3,2,58,0,54,0,0,
1,1,150,193,48,0,0,
1,1,54,0,62,1,1,
2,2,19,105,41,0,0,
3,3,30,128,62,0,0,
1,1,123,0,40,0,0,
2,1,45,0,32,0,0,
1,1,154,0,62,0,0,
1,2,93,0,35,0,1,
1,4,71,78,25,1,0,
1,4,83,0,50,0,1,
3,1,99,255,61,0,1,
2,3,55,0,43,0,0,
2,4,38,95,52,0,1,
2,3,74,155,39,0,0,
3,4,69,0,33,0,0,
1,2,104,184,27,1,0,
3,4,38,154,27,0,0,
3,3,25,0,32,0,1,
1,1,162,0,65,0,0,
3,4,64,0,55,0,0,
2,2,30,0,52,0,1,
3,3,52,0,39,1,1,
3,1,42,0,35,0,0,
2,2,79,219,39,0,0,
1,1,34,164,34,0,0,
1,2,123,0,30,0,0,
1,2,160,0,37,0,0,
2,3,51,0,41,0,0,
1,1,108,0,31,0,0,
2,2,158,0,37,0,1,
2,1,68,0,49,0,0,
3,2,42,0,58,0,0,
3,1,32,105,45,0,0,
3,2,22,0,40,0,0,
3,2,29,0,34,0,1,
3,2,183,0,62,0,0,
3,1,69,0,54,0,1,
1,2,92,0,26,0,0,
3,2,40,0,54,0,0,
3,4,9,86,29,0,1,
1,1,128,0,48,0,1,
1,2,110,294,27,1,1,
1,2,171,0,42,0,0,
1,4,13,95,25,0,1,
3,2,25,102,45,0,0,
2,1,123,0,34,0,0,
1,4,33,83,51,0,0,
2,4,189,0,51,0,0,
3,1,34,0,60,0,0,
2,1,58,0,59,0,0,
2,1,51,98,49,0,1,
1,2,29,0,50,0,0,
1,2,111,0,41,0,0,
3,4,43,0,49,0,0,
1,1,130,311,50,0,0,
1,2,20,76,63,0,0,
1,2,101,0,63,0,0,
2,4,48,207,33,0,0,
3,1,180,158,38,0,0,
3,2,92,185,64,1,0,
1,3,33,0,36,0,0,
2,2,51,0,58,0,0,
2,2,31,94,39,0,1,
1,1,83,0,46,0,0,
1,1,45,0,61,0,0,
3,1,89,146,53,0,1,
2,3,193,0,28,0,0,
1,1,89,0,64,0,0,
2,4,162,446,48,0,0,
2,2,9,0,38,0,0,
3,4,58,223,52,0,0,
3,1,80,0,65,0,0,
3,2,73,0,59,0,1,
1,1,41,0,45,0,0,
2,3,74,0,53,1,0,
3,2,29,0,38,0,0,
3,4,25,115,54,0,0,
1,1,98,0,25,0,0,
2,4,59,0,61,0,1,
3,4,43,0,48,0,0,
2,4,72,149,46,0,1,
3,1,183,0,36,0,1,
1,1,134,146,46,1,0,
1,2,140,262,59,0,0,
3,1,39,0,59,0,0,
2,4,35,0,36,0,0,
1,2,141,0,63,0,1,
2,1,23,0,51,0,0,
1,1,134,0,30,0,1,
3,1,35,0,48,0,0,
1,4,42,0,55,1,0,
3,4,81,167,41,1,0,
1,4,14,94,26,0,0,
1,1,45,172,41,1,0,
2,3,79,150,54,0,1,
2,1,53,120,57,0,0,
2,2,33,0,54,0,1,
2,3,190,266,35,0,0,
3,1,60,103,60,0,0,
2,1,8,97,63,0,0,
2,3,38,150,41,0,0,
1,1,154,0,46,0,0,
2,4,54,0,31,0,0,
1,3,41,0,58,0,0,
1,2,25,75,59,0,0,
1,2,53,109,46,0,0,
1,1,79,0,33,0,0,
2,4,13,76,56,0,1,
1,2,130,0,47,0,0,
2,2,93,0,59,0,0,
1,3,82,0,24,0,0,
2,2,15,92,39,0,0,
2,4,150,0,30,0,0,
2,2,131,0,55,0,1,
1,3,28,0,47,0,0,
2,4,9,0,35,0,0,
2,4,88,0,47,0,0,
1,1,143,0,38,0,0,
3,2,168,0,38,0,0,
2,1,105,0,27,1,0,
3,3,62,0,42,0,0,
1,4,51,0,26,0,0,
1,3,101,0,60,0,1,
1,3,90,0,27,0,0,
3,4,83,0,27,0,1,
3,2,21,0,40,0,0,
1,1,115,0,40,0,0,
1,4,172,0,29,0,0,
2,2,32,0,30,0,0,
1,2,204,0,30,0,0,
1,4,34,0,47,0,1,
3,2,30,132,33,0,0,
2,3,31,0,57,0,1,
1,2,90,0,38,0,1,
3,4,79,0,54,0,0,
1,4,22,0,47,0,1,
3,1,114,0,48,0,0,
3,1,42,128,62,0,0,
3,1,29,90,30,0,0,
2,3,72,0,35,0,0,
3,1,68,95,59,0,0,
3,4,78,0,38,0,0,
1,1,90,323,47,0,0,
2,2,170,0,57,0,0,
2,2,14,0,42,0,0,
1,2,129,0,39,0,0,
3,3,39,87,53,0,0,
1,2,82,0,27,0,1,
2,3,31,0,59,0,1,
2,4,9,0,48,0,1,
3,3,15,91,62,0,0,
1,3,70,0,66,0,0,
3,4,84,0,38,0,0,
1,1,155,0,42,0,1,
3,2,89,0,47,0,1,
1,3,170,0,27,0,0,
1,2,185,0,32,0,1,
1,2,82,0,37,0,0,
1,3,60,0,56,0,0,
2,2,58,0,39,0,0,
1,1,29,81,36,0,0,
1,2,32,0,32,0,0,
2,4,115,0,62,0,1,
2,2,83,0,48,0,0,
2,3,54,0,58,0,1,
3,4,112,0,27,1,0,
2,2,182,0,52,0,0,
1,2,112,0,54,0,0,
3,3,129,319,31,1,1,
2,1,23,112,60,0,0,
1,2,198,422,34,0,0,
3,4,84,0,46,0,0,
3,3,39,0,41,0,0,
1,1,129,0,62,0,0,
2,2,113,315,31,0,0,
3,1,35,114,41,0,0,
3,1,85,0,55,0,0,
1,4,73,0,45,0,0,
3,1,70,0,51,1,0,
1,3,130,192,27,0,0,
1,1,39,0,30,0,0,
2,4,72,242,31,0,1,
3,4,68,0,61,0,0,
3,1,35,0,40,0,1,
1,3,61,0,45,1,1,
1,4,69,0,45,0,0,
2,1,59,0,37,0,0,
3,2,99,217,34,0,0,
2,1,201,0,43,0,1,
1,2,130,0,42,0,1,
2,3,72,0,56,0,0,
1,1,44,0,33,0,0,
3,1,91,289,36,0,0,
1,3,92,310,62,0,0,
1,1,55,168,58,0,1,
1,3,20,102,65,0,1,
1,1,89,299,65,0,0,
2,2,59,239,52,0,1,
3,3,8,87,64,0,1,
1,4,85,0,51,0,1,
1,1,94,76,59,1,0,
1,2,22,0,52,0,1,
3,2,74,0,55,0,1,
2,3,59,0,46,0,0,
2,4,12,0,61,0,1,
2,1,8,0,35,0,0,
3,3,74,0,56,0,1,
2,4,184,0,31,0,1,
2,4,34,0,44,0,0,
3,2,63,0,53,1,0,
2,2,123,0,36,0,1,
3,2,85,0,27,0,0,
3,3,109,0,36,1,0,
3,1,31,0,40,0,0,
2,2,61,90,39,0,0,
1,2,88,0,59,0,1,
2,2,22,0,43,0,0,
2,4,63,0,30,1,0,
1,4,80,0,26,0,1,
1,3,78,0,48,0,1,
1,4,45,93,50,0,0,
3,4,51,0,33,0,1,
3,2,111,0,32,0,0,
1,3,45,153,34,0,1,
2,2,184,0,33,0,0,
2,2,41,112,32,1,0,
3,4,69,0,55,1,1,
1,3,23,0,58,0,0,
1,2,160,0,47,0,0,
2,1,61,251,30,1,0,
1,2,110,182,42,0,0,
3,2,50,0,40,0,0,
2,1,49,0,33,0,0,
2,4,185,428,46,0,1,
1,2,52,0,63,0,1,
1,2,53,0,62,0,0,
2,4,125,0,43,0,0,
1,3,72,0,31,0,0,
3,4,51,0,28,0,1,
1,3,23,0,64,1,0,
3,1,41,0,27,0,1,
1,3,41,108,33,0,0,
2,1,138,0,39,0,0,
1,2,138,0,44,0,1,
1,4,14,0,53,0,1,
1,2,145,505,42,0,0,
2,3,25,0,44,0,1,
1,1,43,142,34,0,1,
2,1,93,309,47,0,0,
1,2,90,217,53,1,1,
3,2,41,154,62,1,0,
3,2,169,106,61,0,1,
3,2,63,0,42,0,0,
2,3,23,95,48,0,0,
1,4,140,0,38,0,0,
3,1,75,0,41,0,0,
2,4,13,78,57,1,0,
3,1,10,81,31,0,0,
2,1,100,0,39,0,0,
1,3,85,203,48,0,0,
1,3,73,219,55,0,0,
1,2,130,0,29,0,1,
2,3,65,0,47,0,0,
1,4,59,148,61,0,0,
3,2,31,0,60,0,0,
1,1,134,0,34,0,0,
1,4,11,106,45,0,1,
3,1,32,80,60,0,0,
3,2,53,0,25,0,1,
1,1,28,0,41,0,1,
3,2,44,0,63,0,0,
1,1,40,118,63,0,1,
2,3,40,0,43,0,0,
1,2,163,400,58,0,0,
3,1,82,0,50,0,0,
2,4,89,0,38,0,0,
2,4,78,0,54,0,1,
3,3,55,197,61,0,0,
2,4,34,0,29,0,0,
2,4,108,301,39,0,1,
2,4,58,0,33,0,1,
1,4,73,0,23,0,0,
1,4,54,0,56,0,0,
2,4,45,0,54,0,1,
2,1,123,0,37,1,0,
1,1,93,267,38,0,0,
2,4,102,0,34,0,0,
1,3,39,0,53,0,0,
2,4,114,0,65,0,1,
3,1,29,0,62,0,1,
2,3,30,144,51,0,1,
3,1,22,0,31,0,0,
1,2,38,186,64,0,1,
1,2,41,0,39,0,0,
3,4,161,422,28,0,1,
2,3,38,0,60,0,1,
3,1,25,0,47,0,0,
1,4,70,218,25,0,0,
1,2,201,0,44,0,1,
3,2,42,0,51,0,1,
1,1,64,0,31,0,0,
3,4,28,0,32,0,0,
1,1,119,208,51,0,1,
3,1,28,0,25,0,0,
3,3,60,0,43,0,0,
2,1,23,0,54,0,0,
3,4,164,0,34,0,0,
1,2,39,0,54,0,1,
3,2,19,85,42,0,1,
3,2,72,0,46,0,1,
3,3,41,0,62,0,1,
2,2,32,130,31,0,0,
2,1,69,0,30,0,0,
1,3,23,0,52,0,0,
1,4,44,0,35,0,0,
2,3,32,165,60,0,0,
1,2,25,123,58,0,0,
3,2,80,0,24,0,0,
2,1,83,230,40,1,0,
1,1,133,0,49,0,1,
2,1,89,307,43,0,1,
3,2,81,187,33,0,1,
2,2,44,85,36,0,0,
1,2,119,0,62,0,0,
1,4,39,147,57,0,0,
3,2,40,0,64,0,0,
1,3,79,183,52,0,0,
2,4,30,0,54,0,0,
3,1,179,0,40,0,0,
1,2,178,0,30,0,0,
2,4,82,0,55,0,0,
2,2,50,0,39,0,0,
2,2,64,0,55,0,0,
1,1,129,0,28,0,1,
1,4,68,0,44,1,0,
3,1,30,112,46,1,0,
1,3,48,0,61,0,1,
1,1,130,257,61,0,0,
3,1,40,0,45,1,0,
1,2,105,0,38,0,0,
1,4,41,0,29,0,0,
3,3,168,118,52,0,0,
1,2,80,0,38,0,0,
1,2,134,0,28,0,0,
3,1,49,0,34,0,0,
1,2,63,0,35,0,0,
1,4,70,212,46,0,1,
2,3,32,141,63,0,0,
3,3,14,114,33,0,0,
1,2,111,326,38,0,0,
2,4,38,144,53,1,0,
1,2,121,341,28,0,0,
3,4,90,0,44,0,0,
2,2,178,0,58,0,0,
2,4,20,79,38,0,1,
1,2,61,229,48,0,1,
1,4,43,0,33,0,0,
2,1,39,0,66,0,1,
1,4,60,234,59,0,1,
1,3,63,0,40,1,0,
3,4,8,81,36,0,1,
2,4,52,0,62,0,1,
1,4,92,0,51,0,1,
1,2,111,298,58,0,0,
3,1,71,0,52,0,0,
2,2,25,91,41,1,0,
3,1,34,156,31,0,0,
3,3,74,0,28,0,0,
1,2,120,0,57,0,1,
2,4,50,0,61,0,1,
1,2,10,0,60,0,1,
2,4,45,113,56,0,0,
1,4,29,0,49,0,1,
1,2,145,0,63,0,0,
1,2,100,0,49,0,0,
1,3,24,0,49,0,0,
1,1,60,0,32,0,1,
2,4,50,0,26,0,0,
2,3,43,0,27,0,0,
1,3,79,0,57,0,1,
2,3,44,0,29,0,1,
3,4,31,0,56,0,0,
1,2,14,107,59,0,0,
1,4,19,106,53,0,1,
2,1,111,0,54,0,0,
2,1,90,0,56,0,0,
3,2,21,129,50,0,0,
2,1,104,0,51,0,0,
2,1,75,0,53,0,0,
1,2,175,297,37,0,1,
1,1,98,171,32,1,0,
1,4,41,153,49,0,0,
2,2,171,569,34,0,0,
2,4,79,0,54,0,0,
2,4,24,0,64,0,0,
2,1,90,0,58,0,0,
2,3,39,0,25,0,0,
1,2,9,0,50,1,0,
2,2,15,90,38,0,0,
1,1,80,0,48,0,0,
3,1,63,79,41,0,1,
3,1,20,102,32,0,0,
3,2,43,0,46,1,1,
3,1,65,0,39,0,0,
2,2,91,151,39,0,0,
1,1,53,0,63,0,0,
2,3,110,0,58,0,0,
1,3,82,103,28,0,0,
3,4,23,0,36,0,0,
1,2,172,0,43,0,0,
1,2,88,0,36,0,0,
3,2,71,0,44,0,0,
3,1,180,144,31,1,0,
3,2,39,184,45,0,1,
3,1,94,0,39,0,1,
2,3,25,0,43,0,0,
3,2,10,102,40,0,0,
1,1,42,184,30,0,0,
1,2,142,0,58,0,1,
1,2,34,0,46,0,0,
1,1,139,0,35,0,0,
1,2,154,207,30,0,0,
3,2,40,89,34,0,0,
3,1,33,140,62,0,1,
1,2,80,0,58,0,1,
2,3,10,100,45,0,0,
3,3,41,0,42,0,0,
1,4,30,118,60,0,1,
3,1,78,190,55,0,0,
1,1,164,0,45,0,1,
3,1,23,0,52,0,0,
1,1,149,0,31,0,0,
3,4,25,0,60,0,0,
3,1,42,0,33,0,0,
1,1,71,185,37,0,1,
2,3,114,0,59,0,0,
2,1,70,0,51,0,1,
1,4,149,0,47,0,1,
2,4,55,0,60,0,0,
1,1,29,0,61,0,0,
1,1,123,0,64,0,1,
3,1,152,374,46,0,1,
2,4,8,0,31,0,0,
1,4,69,245,57,0,0,
3,4,161,310,48,0,0,
2,1,79,0,48,0,0,
1,1,105,0,35,0,0,
1,3,39,0,33,0,0,
1,1,163,0,47,0,0,
1,1,9,0,46,0,0,
3,4,71,0,44,0,1,
3,3,51,0,42,0,0,
3,1,32,167,50,0,0,
1,4,161,0,52,0,1,
1,1,60,0,53,0,0,
2,4,35,0,37,0,0,
2,4,41,0,64,0,0,
1,2,73,216,46,0,0,
1,4,49,214,57,1,1,
1,2,79,194,61,0,1,
1,2,120,0,42,1,0,
1,2,60,0,40,0,0,
2,3,78,0,33,0,0,
2,4,40,131,50,0,0,
3,2,110,204,52,1,0,
3,4,160,0,35,1,0,
1,4,68,191,57,0,1,
3,2,49,103,56,0,0,
1,2,65,0,44,0,0,
2,3,55,145,23,0,0,
1,3,62,98,33,0,1,
1,1,152,0,48,0,0,
2,3,42,0,45,0,0,
2,4,39,0,54,0,0,
1,3,111,0,42,1,1,
1,3,82,0,47,0,0,
2,4,108,0,61,0,0,
3,2,59,0,53,0,0,
1,3,61,193,56,0,0,
2,4,78,0,33,1,0,
3,2,18,0,44,0,0,
3,4,113,0,63,0,1,
2,1,62,0,47,0,0,
1,1,81,248,50,0,0,
1,3,13,106,49,0,0,
1,1,75,194,34,0,0,
3,2,33,89,40,0,0,
1,1,179,0,38,0,0,
2,3,69,0,51,0,0,
3,1,45,0,28,0,0,
2,3,59,0,52,0,0,
1,2,81,0,39,0,0,
1,1,133,212,29,0,0,
3,2,81,0,54,0,0,
2,4,14,86,63,0,1,
3,2,28,0,40,0,0,
1,2,93,0,36,0,0,
3,3,191,123,45,0,0,
1,1,155,0,61,0,0,
1,2,155,0,26,0,0,
1,4,68,0,33,0,0,
1,2,52,226,64,0,0,
3,1,51,0,43,0,0,
1,4,44,180,24,0,0,
1,2,121,408,30,0,0,
1,4,49,204,60,1,0,
3,2,42,78,50,1,0,
1,1,144,0,40,0,0,
2,1,72,0,31,0,0,
1,1,44,109,30,0,0,
3,3,43,175,60,0,0,
2,1,74,144,39,1,0,
1,1,145,0,66,0,0,
1,2,158,0,65,0,0,
1,4,78,0,54,0,0,
2,1,154,352,54,0,0,
3,2,105,0,35,0,0,
2,3,100,0,32,0,0,
2,1,58,0,63,0,0,
1,1,113,406,60,0,0,
2,2,10,0,43,1,1,
1,2,142,0,59,0,0,
1,1,128,0,62,0,0,
3,3,131,0,30,0,0,
2,4,88,122,54,0,0,
1,2,101,0,30,0,0,
3,2,70,0,31,0,1,
1,1,122,0,44,1,0,
1,3,70,0,32,0,0,
3,2,148,0,63,0,0,
3,2,43,166,57,0,0,
3,1,31,0,60,0,0,
3,2,35,0,37,0,0,
3,4,81,0,53,0,0,
3,1,19,98,51,0,0,
3,4,98,129,30,1,1,
3,4,101,0,28,0,0,
3,2,81,0,50,0,0,
1,1,135,452,52,0,0,
2,2,34,0,56,0,0,
1,1,104,249,40,0,0,
2,3,29,0,64,0,0,
2,2,119,0,61,0,0,
2,2,82,0,46,0,1,
1,1,62,0,55,0,0,
1,3,85,0,45,0,1,
2,2,8,0,40,0,0,
3,4,78,0,63,0,0,
2,3,44,0,57,0,0,
1,2,122,0,38,0,1,
2,3,22,114,37,0,0,
2,4,39,0,31,0,1,
2,1,55,0,50,0,0,
1,2,144,158,42,0,0,
2,1,71,0,51,0,1,
1,2,191,0,38,0,0,
2,1,22,100,53,0,0,
1,1,158,0,43,0,0,
3,3,131,0,35,0,1,
2,1,75,160,49,0,1,
2,3,69,170,28,0,0,
1,2,39,0,51,0,0,
1,4,34,0,39,0,1,
1,1,32,0,31,0,0,
1,1,129,0,44,0,0,
1,3,158,432,46,0,1,
1,1,54,0,42,0,0,
2,1,34,0,41,0,0,
2,4,45,0,23,0,1,
3,2,68,0,59,1,0,
2,1,53,0,47,0,0,
1,1,32,0,48,0,1,
3,2,173,0,58,0,0,
1,4,31,0,58,0,0,
1,2,72,144,54,0,0,
2,4,30,157,49,0,1,
1,1,138,0,63,0,0,
2,1,18,127,62,0,0,
1,1,69,220,45,0,1,
1,3,58,247,39,0,0,
1,4,63,0,58,0,0,
1,2,43,0,56,1,0,
3,1,28,0,29,0,0,
3,1,38,133,33,0,0,
2,3,72,147,55,0,0,
1,4,64,0,56,0,0,
2,3,70,165,36,0,0,
1,1,12,0,53,0,0,
1,2,159,0,57,0,0,
3,2,103,0,35,0,0,
3,1,42,0,43,0,0,
3,2,48,142,54,0,0,
1,1,49,0,29,0,0,
1,2,89,0,39,0,0,
2,4,22,0,32,0,1,
1,2,10,86,51,0,0,
2,1,38,120,50,0,1,
3,2,49,95,54,0,1,
3,2,30,0,38,0,1,
2,1,82,240,32,0,1,
3,1,82,312,62,0,0,
2,1,24,0,57,0,0,
1,4,32,156,47,0,1,
3,3,34,111,51,0,0,
2,2,195,477,54,0,0,
1,4,61,119,26,0,0,
2,3,22,0,37,0,1,
3,4,40,0,27,0,0,
1,2,50,205,63,0,0,
3,2,35,0,62,1,1,
2,3,64,0,59,0,0,
1,3,49,0,32,0,0,
2,4,44,192,35,0,1,
1,2,65,0,56,0,0,
1,4,13,0,55,0,0,
3,1,84,105,31,0,1,
2,4,28,101,54,0,0,
1,3,108,0,58,0,0,
1,1,59,144,48,0,0,
1,1,163,396,48,0,0,
3,2,183,582,33,0,0,
3,4,69,0,36,0,0,
1,1,115,0,41,0,0,
1,4,130,0,55,0,1,
2,2,185,358,63,0,0,
1,2,118,0,53,0,0,
1,1,163,0,38,0,0,
1,2,140,380,46,0,1,
2,2,91,0,59,0,1,
3,4,61,0,56,0,1,
2,4,168,0,59,0,0,
2,3,69,0,39,0,0,
1,1,22,104,47,0,0,
1,1,53,213,47,0,0,
2,2,25,0,53,0,1,
2,4,115,0,36,0,0,
3,4,31,85,34,1,1,
3,1,83,0,36,0,1,
1,2,152,0,60,0,0,
1,1,30,0,45,0,0,
3,1,34,0,27,0,1,
3,1,44,0,47,0,1,
